,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,idx
0,6.0,6.0,8.0,8.0,185.0,2.0,0.0,1.0,0.0,12.03,10.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,1,1,0
1,7.0,6.0,9.0,8.0,168.0,2.0,0.0,1.0,0.0,12.51,11.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,1,2,0
2,8.0,6.0,10.0,8.0,200.0,2.0,0.0,1.0,0.0,13.05,13.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,1,3,0
3,9.0,6.0,11.0,8.0,207.0,2.0,0.0,1.0,0.0,14.0,12.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,1,4,0
4,10.0,6.0,12.0,8.0,173.0,2.0,0.0,1.0,0.0,14.51,13.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,1,5,0
5,11.0,6.0,13.0,8.0,202.0,2.0,0.0,1.0,0.0,14.48,16.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,1,6,0
6,12.0,6.0,14.0,8.0,186.0,2.0,0.0,1.0,0.0,14.99,17.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,1,7,0
7,13.0,6.0,15.0,8.0,193.0,2.0,0.0,1.0,0.0,14.99,17.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,1,8,0
8,14.0,6.0,16.0,8.0,198.0,2.0,0.0,1.0,0.0,14.99,16.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,1,9,0
9,15.0,6.0,17.0,8.0,195.0,2.0,0.0,1.0,0.0,15.5,19.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,1,10,0
10,16.0,6.0,18.0,8.0,181.0,2.0,0.0,1.0,0.0,15.53,19.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,1,11,0
11,17.0,6.0,19.0,8.0,211.0,2.0,0.0,1.0,0.0,15.53,21.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,1,12,0
12,18.0,6.0,20.0,8.0,183.0,2.0,0.0,1.0,0.0,15.53,21.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,1,13,0
13,19.0,6.0,21.0,8.0,208.0,2.0,0.0,1.0,0.0,15.53,18.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,1,14,0
14,20.0,6.0,22.0,8.0,188.0,2.0,0.0,1.0,0.0,16.0,27.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,1,15,0
15,20.0,0.0,32.0,0.0,198.0,6.0,0.0,0.0,1.0,0.0,32.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,2,1,0
16,31.0,22.0,56.0,36.0,219.0,12.0,0.0,1.0,0.0,15.47,33.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,2,2,0
17,43.0,23.0,84.0,37.0,233.0,12.0,0.0,1.0,0.0,16.48,42.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,2,3,0
18,57.0,23.0,124.0,37.0,238.0,21.0,0.0,1.0,0.0,17.44,64.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,2,4,0
19,73.0,24.0,170.0,38.0,250.0,25.0,0.0,1.0,0.0,18.96,74.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,2,5,0
20,91.0,23.0,224.0,37.0,279.0,29.0,0.0,1.0,0.0,20.48,76.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,2,6,0
21,111.0,26.0,286.0,40.0,328.0,33.0,0.0,1.0,0.0,22.48,113.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,2,7,0
22,133.0,26.0,356.0,40.0,353.0,37.0,0.0,1.0,0.0,24.96,133.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,2,8,0
23,157.0,23.0,434.0,37.0,377.0,41.0,0.0,1.0,0.0,27.44,151.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,2,9,0
24,183.0,28.0,520.0,42.0,408.0,45.0,0.0,1.0,0.0,17.01,167.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,2,10,0
25,211.0,24.0,614.0,38.0,415.0,49.0,0.0,1.0,0.0,20.12,181.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,2,11,0
26,241.0,30.0,716.0,44.0,482.0,53.0,0.0,1.0,0.0,26.23,227.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,2,12,0
27,273.0,28.0,826.0,42.0,446.0,57.0,0.0,1.0,0.0,31.32,202.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,2,13,0
28,307.0,31.0,944.0,45.0,505.0,61.0,0.0,1.0,0.0,37.42,246.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,2,14,0
29,343.0,24.0,1070.0,38.0,555.0,65.0,0.0,1.0,0.0,40.52,301.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,2,15,0
30,58.0,0.0,103.0,0.0,251.0,31.0,0.0,0.0,1.0,0.0,61.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,3,1,0
31,107.0,0.0,191.0,0.0,268.0,25.0,0.0,0.0,2.0,0.0,84.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,3,2,0
32,219.0,150.0,517.0,277.0,419.0,128.0,0.0,1.0,0.0,32.82,148.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,3,3,0
33,345.0,151.0,919.0,279.0,649.0,230.0,0.0,1.0,0.0,87.98,275.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,3,4,0
34,513.0,195.0,1507.0,365.0,801.0,189.0,0.0,32.0,0.0,107.04,415.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,3,5,0
35,729.0,147.0,2317.0,273.0,1172.0,372.0,0.0,1.0,0.0,10.59,564.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,3,6,0
36,999.0,211.0,3385.0,400.0,1794.0,640.0,0.0,1.0,0.0,29.94,719.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,3,7,0
37,1329.0,261.0,4747.0,490.0,2708.0,823.0,0.0,3.0,0.0,91.45,985.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,3,8,0
38,1725.0,176.0,6439.0,332.0,3366.0,873.0,0.0,1.0,0.0,70.9,1243.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,3,9,0
39,2193.0,544.0,8497.0,919.0,3337.0,534.0,0.0,61.0,0.0,157.7,1594.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,3,10,0
40,,,,,,,,,,,,False,new,experiments/results/AT_2_2/visits/0.onnx,AT,3,11,0
41,141.0,0.0,269.0,0.0,376.0,59.0,0.0,0.0,1.0,0.0,152.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,4,1,0
42,317.0,0.0,642.0,0.0,511.0,157.0,0.0,0.0,3.0,0.0,278.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,4,2,0
43,846.0,0.0,1985.0,0.0,1094.0,348.0,0.0,0.0,15.0,0.0,489.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,4,3,0
44,1865.0,1072.0,5305.0,2181.0,3583.0,1136.0,0.0,2.0,0.0,40.42,1092.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,4,4,0
45,,,,,,,,,,,,False,new,experiments/results/AT_2_2/visits/0.onnx,AT,4,5,0
46,95.0,0.0,180.0,0.0,304.0,34.0,0.0,0.0,1.0,0.0,109.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,5,1,0
47,807.0,0.0,1813.0,0.0,1076.0,442.0,0.0,0.0,5.0,0.0,496.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,5,2,0
48,,,,,,,,,,,,False,new,experiments/results/AT_2_2/visits/0.onnx,AT,5,3,0
49,354.0,0.0,1014.0,0.0,613.0,125.0,0.0,0.0,1.0,0.0,341.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,6,1,0
50,,,,,,,,,,,,False,new,experiments/results/AT_2_2/visits/0.onnx,AT,6,2,0
51,530.0,0.0,1739.0,0.0,1031.0,226.0,0.0,0.0,1.0,0.0,639.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,7,1,0
52,1032.0,0.0,3924.0,0.0,3349.0,440.0,0.0,0.0,1.0,0.0,2459.0,True,new,experiments/results/AT_2_2/visits/0.onnx,AT,8,1,0
53,,,,,,,,,,,,False,new,experiments/results/AT_2_2/visits/0.onnx,AT,9,1,0
54,6.0,6.0,8.0,8.0,186.0,2.0,0.0,1.0,0.0,12.03,12.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,1,1,1
55,7.0,7.0,9.0,9.0,209.0,2.0,0.0,1.0,0.0,12.51,10.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,1,2,1
56,8.0,6.0,10.0,8.0,189.0,2.0,0.0,1.0,0.0,13.55,11.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,1,3,1
57,9.0,6.0,11.0,8.0,200.0,2.0,0.0,1.0,0.0,13.53,13.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,1,4,1
58,9.0,6.0,11.0,8.0,195.0,2.0,0.0,1.0,0.0,14.0,17.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,1,5,1
59,7.0,6.0,9.0,8.0,193.0,2.0,0.0,1.0,0.0,14.99,12.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,1,6,1
60,7.0,6.0,9.0,8.0,207.0,2.0,0.0,1.0,0.0,14.99,13.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,1,7,1
61,7.0,6.0,9.0,8.0,193.0,2.0,0.0,1.0,0.0,14.99,14.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,1,8,1
62,7.0,6.0,9.0,8.0,190.0,2.0,0.0,1.0,0.0,14.99,12.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,1,9,1
63,8.0,6.0,10.0,8.0,195.0,2.0,0.0,1.0,0.0,15.5,16.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,1,10,1
64,8.0,6.0,10.0,8.0,177.0,2.0,0.0,1.0,0.0,15.53,18.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,1,11,1
65,8.0,6.0,10.0,8.0,197.0,2.0,0.0,1.0,0.0,15.53,20.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,1,12,1
66,8.0,6.0,10.0,8.0,212.0,2.0,0.0,1.0,0.0,15.53,17.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,1,13,1
67,8.0,6.0,10.0,8.0,178.0,2.0,0.0,1.0,0.0,15.53,16.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,1,14,1
68,9.0,6.0,11.0,8.0,196.0,2.0,0.0,1.0,0.0,15.53,18.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,1,15,1
69,15.0,0.0,22.0,0.0,206.0,6.0,0.0,0.0,1.0,0.0,18.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,2,1,1
70,31.0,22.0,55.0,36.0,211.0,12.0,0.0,2.0,0.0,15.47,47.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,2,2,1
71,41.0,27.0,77.0,45.0,234.0,23.0,0.0,1.0,0.0,16.48,44.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,2,3,1
72,54.0,27.0,114.0,43.0,255.0,42.0,0.0,1.0,0.0,18.0,57.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,2,4,1
73,67.0,27.0,149.0,43.0,292.0,64.0,0.0,1.0,0.0,20.48,83.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,2,5,1
74,84.0,27.0,187.0,45.0,271.0,84.0,0.0,1.0,0.0,23.92,77.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,2,6,1
75,107.0,37.0,262.0,60.0,340.0,119.0,0.0,1.0,0.0,14.64,98.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,2,7,1
76,126.0,35.0,305.0,57.0,399.0,133.0,0.0,1.0,0.0,19.81,162.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,2,8,1
77,148.0,33.0,380.0,54.0,408.0,177.0,0.0,1.0,0.0,29.85,149.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,2,9,1
78,170.0,47.0,367.0,75.0,417.0,132.0,0.0,2.0,0.0,21.93,164.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,2,10,1
79,201.0,55.0,448.0,87.0,466.0,178.0,0.0,1.0,0.0,34.06,184.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,2,11,1
80,216.0,31.0,570.0,51.0,502.0,273.0,0.0,1.0,0.0,64.09,189.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,2,12,1
81,254.0,47.0,421.0,75.0,434.0,101.0,0.0,1.0,0.0,21.28,204.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,2,13,1
82,297.0,33.0,606.0,55.0,563.0,197.0,0.0,2.0,0.0,49.39,245.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,2,14,1
83,326.0,43.0,642.0,69.0,614.0,220.0,0.0,2.0,0.0,53.36,295.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,2,15,1
84,27.0,0.0,38.0,0.0,236.0,9.0,0.0,0.0,1.0,0.0,41.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,3,1,1
85,103.0,0.0,204.0,0.0,321.0,92.0,0.0,0.0,3.0,0.0,81.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,3,2,1
86,219.0,152.0,512.0,277.0,430.0,203.0,0.0,1.0,0.0,40.83,171.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,3,3,1
87,345.0,157.0,909.0,277.0,822.0,458.0,0.0,1.0,0.0,142.03,325.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,3,4,1
88,511.0,296.0,1475.0,540.0,1195.0,823.0,0.0,12.0,0.0,99.39,392.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,3,5,1
89,728.0,166.0,2211.0,297.0,1929.0,1339.0,0.0,1.0,0.0,24.46,532.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,3,6,1
90,995.0,153.0,3188.0,280.0,3466.0,1983.0,0.0,1.0,0.0,115.49,831.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,3,7,1
91,,,,,,,,,,,,False,new,experiments/results/AT_2_2/visits/1.onnx,AT,3,8,1
92,64.0,0.0,101.0,0.0,251.0,31.0,0.0,0.0,1.0,0.0,59.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,4,1,1
93,370.0,0.0,810.0,0.0,615.0,420.0,0.0,0.0,6.0,0.0,202.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,4,2,1
94,779.0,0.0,1723.0,0.0,1213.0,775.0,0.0,0.0,27.0,0.0,392.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,4,3,1
95,,,,,,,,,,,,False,new,experiments/results/AT_2_2/visits/1.onnx,AT,4,4,1
96,121.0,0.0,217.0,0.0,326.0,75.0,0.0,0.0,1.0,0.0,112.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,5,1,1
97,678.0,0.0,1459.0,0.0,1197.0,713.0,0.0,0.0,17.0,0.0,500.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,5,2,1
98,,,,,,,,,,,,False,new,experiments/results/AT_2_2/visits/1.onnx,AT,5,3,1
99,226.0,0.0,395.0,0.0,437.0,141.0,0.0,0.0,2.0,0.0,185.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,6,1,1
100,893.0,0.0,1834.0,0.0,1524.0,848.0,0.0,0.0,22.0,0.0,730.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,6,2,1
101,390.0,0.0,687.0,0.0,609.0,270.0,0.0,0.0,1.0,0.0,331.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,7,1,1
102,1225.0,0.0,2407.0,0.0,1733.0,1055.0,0.0,0.0,13.0,0.0,804.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,7,2,1
103,708.0,0.0,824.0,0.0,792.0,110.0,0.0,0.0,1.0,0.0,530.0,True,new,experiments/results/AT_2_2/visits/1.onnx,AT,8,1,1
104,,,,,,,,,,,,False,new,experiments/results/AT_2_2/visits/1.onnx,AT,8,2,1
