,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,Exception
0,6.0,6.0,8.0,8.0,138.0,2.0,0.0,1.0,0.0,11.96,13.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,1,1,
1,7.0,6.0,10.0,8.0,133.0,2.0,0.0,1.0,0.0,12.53,11.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,1,2,
2,8.0,6.0,12.0,8.0,137.0,2.0,0.0,1.0,0.0,13.02,12.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,1,3,
3,9.0,6.0,14.0,8.0,141.0,2.0,0.0,1.0,0.0,14.0,16.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,1,4,
4,10.0,6.0,16.0,8.0,145.0,2.0,0.0,1.0,0.0,14.99,17.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,1,5,
5,11.0,6.0,18.0,8.0,142.0,2.0,0.0,1.0,0.0,14.99,17.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,1,6,
6,12.0,6.0,20.0,8.0,143.0,2.0,0.0,1.0,0.0,15.5,17.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,1,7,
7,13.0,6.0,22.0,8.0,152.0,2.0,0.0,1.0,0.0,15.47,20.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,1,8,
8,14.0,6.0,24.0,8.0,164.0,2.0,0.0,1.0,0.0,14.99,35.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,1,9,
9,15.0,6.0,26.0,8.0,147.0,2.0,0.0,1.0,0.0,15.5,24.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,1,10,
10,15.0,6.0,26.0,8.0,147.0,2.0,0.0,1.0,0.0,15.53,22.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,1,11,
11,15.0,6.0,26.0,8.0,149.0,2.0,0.0,1.0,0.0,15.53,24.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,1,12,
12,16.0,6.0,28.0,8.0,157.0,2.0,0.0,1.0,0.0,16.0,26.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,1,13,
13,16.0,6.0,28.0,8.0,152.0,2.0,0.0,1.0,0.0,16.0,23.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,1,14,
14,16.0,6.0,28.0,8.0,158.0,2.0,0.0,1.0,0.0,16.0,28.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,1,15,
15,11.0,0.0,16.0,0.0,139.0,3.0,0.0,0.0,1.0,0.0,16.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,2,1,
16,21.0,20.0,33.0,30.0,156.0,7.0,0.0,1.0,0.0,14.99,21.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,2,2,
17,37.0,25.0,69.0,40.0,171.0,20.0,0.0,1.0,0.0,16.96,40.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,2,3,
18,49.0,27.0,98.0,43.0,206.0,28.0,0.0,1.0,0.0,17.92,65.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,2,4,
19,57.0,20.0,107.0,30.0,205.0,21.0,0.0,1.0,0.0,18.0,53.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,2,5,
20,54.0,37.0,93.0,51.0,201.0,22.0,0.0,1.0,0.0,17.92,54.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,2,6,
21,76.0,37.0,137.0,52.0,213.0,32.0,0.0,1.0,0.0,19.92,70.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,2,7,
22,77.0,37.0,142.0,53.0,222.0,28.0,0.0,1.0,0.0,20.48,64.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,2,8,
23,76.0,37.0,143.0,53.0,225.0,27.0,0.0,1.0,0.0,20.48,71.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,2,9,
24,73.0,35.0,140.0,50.0,225.0,27.0,0.0,1.0,0.0,20.48,73.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,2,10,
25,140.0,31.0,295.0,41.0,314.0,79.0,0.0,1.0,0.0,22.93,113.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,2,11,
26,129.0,42.0,292.0,54.0,308.0,93.0,0.0,1.0,0.0,23.89,108.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,2,12,
27,247.0,53.0,629.0,68.0,577.0,209.0,0.0,1.0,0.0,103.23,205.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,2,13,
28,279.0,25.0,718.0,39.0,674.0,277.0,0.0,1.0,0.0,138.16,237.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,2,14,
29,313.0,39.0,813.0,61.0,695.0,313.0,0.0,1.0,0.0,30.0,206.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,2,15,
30,22.0,0.0,34.0,0.0,155.0,5.0,0.0,0.0,1.0,0.0,29.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,3,1,
31,89.0,0.0,153.0,0.0,214.0,53.0,0.0,0.0,6.0,0.0,66.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,3,2,
32,168.0,121.0,342.0,194.0,348.0,151.0,0.0,1.0,0.0,28.72,139.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,3,3,
33,278.0,149.0,650.0,240.0,532.0,300.0,0.0,1.0,0.0,89.9,192.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,3,4,
34,434.0,171.0,1144.0,282.0,855.0,548.0,0.0,1.0,0.0,142.94,279.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,3,5,
35,636.0,229.0,1839.0,381.0,1524.0,921.0,0.0,1.0,0.0,62.27,344.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,3,6,
36,978.0,191.0,3257.0,348.0,3565.0,2133.0,0.0,1.0,0.0,166.08,484.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,3,7,
37,1329.0,257.0,4747.0,484.0,7026.0,3229.0,0.0,1.0,0.0,59.07,641.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,3,8,
38,1725.0,174.0,6439.0,329.0,13015.0,4368.0,0.0,1.0,0.0,37.37,872.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,3,9,
39,2193.0,285.0,8497.0,541.0,22421.0,5851.0,0.0,1.0,0.0,76.13,1233.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,3,10,
40,2706.0,263.0,10669.0,464.0,36575.0,6985.0,0.0,1.0,0.0,38.32,1600.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,3,11,
41,3369.0,309.0,13855.0,561.0,53928.0,5552.0,0.0,1.0,0.0,79.95,2374.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,3,12,
42,4089.0,383.0,17227.0,692.0,110777.0,11914.0,0.0,1.0,0.0,62.0,2941.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,3,13,
43,4905.0,330.0,21109.0,539.0,190776.0,15256.0,0.0,1.0,0.0,219.5,4787.0,True,new,experiments/results/AT_2_2/pytorch_sgd/57.onnx,AT,3,14,
